Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer_ID,Country,InvoiceDate_mod,Revenue,Is_Return,Year,Month
507641,22583,PACK OF 6 HANDBAG GIFT BOXES,4,2010-05-10 15:08:00,2.55,14588,United Kingdom,2024-05-10 15:08:00,10.2,False,2024,2024-05
545475,22840,ROUND CAKE TIN VINTAGE RED,36,2011-03-03 10:59:00,6.95,12415,Australia,2025-03-03 10:59:00,250.2,False,2025,2025-03
542673,84968E,SET OF 16 VINTAGE BLACK CUTLERY,1,2011-01-31 12:18:00,12.75,14527,United Kingdom,2025-01-31 12:18:00,12.75,False,2025,2025-01
571464,22978,PANTRY ROLLING PIN,1,2011-10-17 14:28:00,3.75,14805,United Kingdom,2025-10-17 14:28:00,3.75,False,2025,2025-10
576837,23571,TRADITIONAL NAUGHTS & CROSSES,8,2011-11-16 15:16:00,3.29,,United Kingdom,2025-11-16 15:16:00,26.32,False,2025,2025-11
555865,23134,LARGE ZINC HEART WALL ORGANISER,1,2011-06-07 14:30:00,8.25,14530,United Kingdom,2025-06-07 14:30:00,8.25,False,2025,2025-06
512712,22470,HEART OF WICKER LARGE,3,2010-06-17 12:28:00,2.95,13608,United Kingdom,2024-06-17 12:28:00,8.850000000000001,False,2024,2024-06
C567690,22384,LUNCH BAG PINK POLKADOT,-11,2011-09-21 17:01:00,1.65,15810,United Kingdom,2025-09-21 17:01:00,-18.15,True,2025,2025-09
575179,22960,JAM MAKING SET WITH JARS,6,2011-11-09 08:11:00,4.25,14284,United Kingdom,2025-11-09 08:11:00,25.5,False,2025,2025-11
517816,48187,DOORMAT NEW ENGLAND,2,2010-08-02 12:04:00,7.49,13963,United Kingdom,2024-08-02 12:04:00,14.98,False,2024,2024-08
576840,22594,CHRISTMAS GINGHAM TREE,4,2011-11-16 15:23:00,1.63,,United Kingdom,2025-11-16 15:23:00,6.52,False,2025,2025-11
551860,22699,ROSES REGENCY TEACUP AND SAUCER,2,2011-05-04 15:41:00,2.95,15508,United Kingdom,2025-05-04 15:41:00,5.9,False,2025,2025-05
561614,23345,DOLLY GIRL BEAKER,12,2011-07-28 12:50:00,1.25,13871,United Kingdom,2025-07-28 12:50:00,15.0,False,2025,2025-07
560024,37413,ICON MUG REVOLUTIONARY,2,2011-07-14 13:00:00,0.39,15005,United Kingdom,2025-07-14 13:00:00,0.78,False,2025,2025-07
529178,21115,ROSE CARAVAN DOORSTOP,2,2010-10-26 18:23:00,6.75,16639,United Kingdom,2024-10-26 18:23:00,13.5,False,2024,2024-10
503823,84568,GIRLS ALPHABET IRON ON PATCHES,6,2010-04-07 14:59:00,0.43,,United Kingdom,2024-04-07 14:59:00,2.58,False,2024,2024-04
545667,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-03-04 16:07:00,16.63,,United Kingdom,2025-03-04 16:07:00,16.63,False,2025,2025-03
526760,22712,CARD DOLLY GIRL,12,2010-10-13 10:52:00,0.42,12582,Finland,2024-10-13 10:52:00,5.04,False,2024,2024-10
537369,22751,FELTCRAFT PRINCESS OLIVIA DOLL,1,2010-12-06 12:41:00,3.75,17860,United Kingdom,2024-12-06 12:41:00,3.75,False,2024,2024-12
547327,22990,COTTON APRON PANTRY DESIGN,2,2011-03-22 11:28:00,4.95,12681,France,2025-03-22 11:28:00,9.9,False,2025,2025-03
556058,22386,JUMBO BAG PINK POLKADOT,10,2011-06-08 13:54:00,2.08,13985,United Kingdom,2025-06-08 13:54:00,20.8,False,2025,2025-06
C498784,20854,BLUE PATCH PURSE PINK HEART,-1,2010-02-23 10:58:00,1.65,12755,Japan,2024-02-23 10:58:00,-1.65,True,2024,2024-02
537888,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2010-12-09 10:04:00,0.55,15358,United Kingdom,2024-12-09 10:04:00,13.2,False,2024,2024-12
580697,23046,PAPER LANTERN 9 POINT DELUXE STAR,2,2011-12-05 16:05:00,6.65,15984,United Kingdom,2025-12-05 16:05:00,13.3,False,2025,2025-12
548894,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,3,2011-04-04 16:01:00,1.63,,United Kingdom,2025-04-04 16:01:00,4.89,False,2025,2025-04
539982,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,4,2010-12-23 14:40:00,3.75,15311,United Kingdom,2024-12-23 14:40:00,15.0,False,2024,2024-12
546136,85099B,JUMBO BAG RED RETROSPOT,5,2011-03-09 16:32:00,4.13,,United Kingdom,2025-03-09 16:32:00,20.65,False,2025,2025-03
521406,20914,SET/5 RED SPOTTY LID GLASS BOWLS,32,2010-09-06 10:42:00,2.55,13093,United Kingdom,2024-09-06 10:42:00,81.6,False,2024,2024-09
562526,21623,VINTAGE UNION JACK MEMOBOARD,2,2011-08-05 13:46:00,9.95,16880,United Kingdom,2025-08-05 13:46:00,19.9,False,2025,2025-08
512318,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-06-15 09:14:00,1.25,18178,United Kingdom,2024-06-15 09:14:00,15.0,False,2024,2024-06
549906,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-04-12 16:28:00,0.42,14998,United Kingdom,2025-04-12 16:28:00,0.42,False,2025,2025-04
556510,22432,WATERING CAN PINK BUNNY,6,2011-06-13 10:36:00,1.95,14911,EIRE,2025-06-13 10:36:00,11.7,False,2025,2025-06
564856,23159,SET OF 5 PANCAKE DAY MAGNETS,12,2011-08-31 09:11:00,2.08,12477,Germany,2025-08-31 09:11:00,24.96,False,2025,2025-08
557120,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-06-16 17:12:00,1.25,15669,United Kingdom,2025-06-16 17:12:00,15.0,False,2025,2025-06
490074,18094C,WHITE/BLUE RECT CERAMIC OIL BURNER,1,2009-12-03 14:39:00,2.57,,United Kingdom,2023-12-03 14:39:00,2.57,False,2023,2023-12
500341,84378,SET OF 3 HEART COOKIE CUTTERS,1,2010-03-07 14:31:00,1.25,16466,United Kingdom,2024-03-07 14:31:00,1.25,False,2024,2024-03
547511,20931,BLUE POT PLANT CANDLE,4,2011-03-23 13:44:00,3.75,17411,United Kingdom,2025-03-23 13:44:00,15.0,False,2025,2025-03
553074,22741,FUNKY DIVA PEN,48,2011-05-13 11:45:00,0.85,15529,United Kingdom,2025-05-13 11:45:00,40.8,False,2025,2025-05
580727,21137,BLACK RECORD COVER FRAME,1,2011-12-05 17:17:00,7.46,14096,United Kingdom,2025-12-05 17:17:00,7.46,False,2025,2025-12
542534,21415,CLAM SHELL SMALL,6,2011-01-28 13:27:00,2.1,13707,United Kingdom,2025-01-28 13:27:00,12.6,False,2025,2025-01
539492,21803,CHRISTMAS TREE STAR DECORATION,3,2010-12-20 10:14:00,0.43,,United Kingdom,2024-12-20 10:14:00,1.29,False,2024,2024-12
510414,21110,LARGE CAKE TOWEL PINK SPOTS,1,2010-05-30 11:02:00,6.75,15555,United Kingdom,2024-05-30 11:02:00,6.75,False,2024,2024-05
547863,21731,RED TOADSTOOL LED NIGHT LIGHT,12,2011-03-27 13:07:00,1.65,12728,France,2025-03-27 13:07:00,19.8,False,2025,2025-03
510135,22502,PICNIC BASKET WICKER SMALL,4,2010-05-27 12:16:00,4.25,13771,United Kingdom,2024-05-27 12:16:00,17.0,False,2024,2024-05
562218,22530,MAGIC DRAWING SLATE DOLLY GIRL,24,2011-08-03 14:07:00,0.42,13851,United Kingdom,2025-08-03 14:07:00,10.08,False,2025,2025-08
504123,85008,SET OF 3 CONEY ISLAND OVAL BOXES,32,2010-04-11 10:35:00,1.65,17314,United Kingdom,2024-04-11 10:35:00,52.8,False,2024,2024-04
498133,84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,4,2010-02-16 17:24:00,1.66,,United Kingdom,2024-02-16 17:24:00,6.64,False,2024,2024-02
576840,23287,RED VINTAGE SPOT BEAKER,2,2011-11-16 15:23:00,1.63,,United Kingdom,2025-11-16 15:23:00,3.26,False,2025,2025-11
504638,22122,SET OF 2 FANCY FONT TEA TOWELS,12,2010-04-15 14:10:00,2.95,18245,United Kingdom,2024-04-15 14:10:00,35.400000000000006,False,2024,2024-04
503070,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2010-03-30 10:49:00,0.65,17676,United Kingdom,2024-03-30 10:49:00,7.800000000000001,False,2024,2024-03
567683,22193,RED DINER WALL CLOCK,2,2011-09-21 16:31:00,8.5,13704,United Kingdom,2025-09-21 16:31:00,17.0,False,2025,2025-09
509206,21328,BALLOONS  WRITING SET,1,2010-05-21 09:29:00,3.36,,United Kingdom,2024-05-21 09:29:00,3.36,False,2024,2024-05
550513,20961,STRAWBERRY BATH SPONGE,2,2011-04-18 16:37:00,1.25,16928,United Kingdom,2025-04-18 16:37:00,2.5,False,2025,2025-04
550710,82551,LAUNDRY 15C METAL SIGN,96,2011-04-20 11:05:00,1.7,17450,United Kingdom,2025-04-20 11:05:00,163.2,False,2025,2025-04
517542,37424,WHITE WITH BLACK CATS MUG,1,2010-07-29 16:35:00,0.85,15021,United Kingdom,2024-07-29 16:35:00,0.85,False,2024,2024-07
C511966,85063,CREAM SWEETHEART MAGAZINE RACK,-1,2010-06-11 13:35:00,16.95,14180,United Kingdom,2024-06-11 13:35:00,-16.95,True,2024,2024-06
578824,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-11-25 14:02:00,1.45,17883,United Kingdom,2025-11-25 14:02:00,1.45,False,2025,2025-11
492246,40018E,TEA TIME PAPER LANTERNS,10,2009-12-16 09:41:00,1.95,13952,United Kingdom,2023-12-16 09:41:00,19.5,False,2023,2023-12
522451,21499,BLUE SPOTS  WRAP,25,2010-09-14 15:08:00,0.42,15194,United Kingdom,2024-09-14 15:08:00,10.5,False,2024,2024-09
543172,79321,CHILLI LIGHTS,1,2011-02-04 09:11:00,10.79,,United Kingdom,2025-02-04 09:11:00,10.79,False,2025,2025-02
564857,82482,WOODEN PICTURE FRAME WHITE FINISH,5,2011-08-31 09:23:00,4.96,,United Kingdom,2025-08-31 09:23:00,24.8,False,2025,2025-08
514226,22636,CHILDS BREAKFAST SET CIRCUS PARADE,4,2010-07-01 10:28:00,8.5,12468,Germany,2024-07-01 10:28:00,34.0,False,2024,2024-07
556253,22457,NATURAL SLATE HEART CHALKBOARD,6,2011-06-09 16:55:00,2.95,17652,United Kingdom,2025-06-09 16:55:00,17.700000000000003,False,2025,2025-06
557026,84857C,PINK MONTE CARLO HANDBAG,12,2011-06-16 13:14:00,1.95,16571,United Kingdom,2025-06-16 13:14:00,23.4,False,2025,2025-06
536409,22074,6 RIBBONS SHIMMERING PINKS,1,2010-12-01 11:45:00,1.65,17908,United Kingdom,2024-12-01 11:45:00,1.65,False,2024,2024-12
501730,21238,RED SPOTTY CUP,2,2010-03-19 11:05:00,0.85,14159,United Kingdom,2024-03-19 11:05:00,1.7,False,2024,2024-03
514835,22470,HEART OF WICKER LARGE,1,2010-07-06 14:25:00,5.91,,United Kingdom,2024-07-06 14:25:00,5.91,False,2024,2024-07
530846,22753,SMALL YELLOW BABUSHKA NOTEBOOK,12,2010-11-04 14:26:00,0.85,17977,United Kingdom,2024-11-04 14:26:00,10.2,False,2024,2024-11
511027,21911,GARDEN METAL SIGN,3,2010-06-06 10:30:00,1.65,13593,United Kingdom,2024-06-06 10:30:00,4.949999999999999,False,2024,2024-06
550334,48116,DOORMAT MULTICOLOUR STRIPE,2,2011-04-17 14:09:00,7.95,17320,United Kingdom,2025-04-17 14:09:00,15.9,False,2025,2025-04
580759,23545,WRAP RED VINTAGE DOILY,25,2011-12-06 10:30:00,0.42,17593,United Kingdom,2025-12-06 10:30:00,10.5,False,2025,2025-12
580188,22695,WICKER WREATH SMALL,2,2011-12-02 12:02:00,0.59,16440,United Kingdom,2025-12-02 12:02:00,1.18,False,2025,2025-12
497912,22217,T-LIGHT HOLDER HANGING LACE,6,2010-02-14 14:35:00,1.25,12867,United Kingdom,2024-02-14 14:35:00,7.5,False,2024,2024-02
534836,22865,HAND WARMER OWL DESIGN,48,2010-11-24 13:08:00,2.1,15984,United Kingdom,2024-11-24 13:08:00,100.8,False,2024,2024-11
569327,85099F,JUMBO BAG STRAWBERRY,10,2011-10-03 12:47:00,2.08,15091,United Kingdom,2025-10-03 12:47:00,20.8,False,2025,2025-10
526215,22386,JUMBO BAG PINK POLKADOT,2,2010-10-10 14:18:00,1.95,17085,United Kingdom,2024-10-10 14:18:00,3.9,False,2024,2024-10
580115,23470,CARD HOLDER LOVE BIRD LARGE,1,2011-12-01 16:22:00,12.46,,United Kingdom,2025-12-01 16:22:00,12.46,False,2025,2025-12
532324,84754,S/15 SILVER GLASS BAUBLES IN BAG,24,2010-11-11 15:21:00,1.25,12924,United Kingdom,2024-11-11 15:21:00,30.0,False,2024,2024-11
575765,22086,PAPER CHAIN KIT 50'S CHRISTMAS,12,2011-11-11 11:02:00,2.95,17730,United Kingdom,2025-11-11 11:02:00,35.400000000000006,False,2025,2025-11
571180,20961,STRAWBERRY BATH SPONGE,20,2011-10-14 10:47:00,1.25,15498,United Kingdom,2025-10-14 10:47:00,25.0,False,2025,2025-10
567341,21930,JUMBO STORAGE BAG SKULLS,10,2011-09-19 15:04:00,2.08,14961,United Kingdom,2025-09-19 15:04:00,20.8,False,2025,2025-09
502429,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2010-03-24 12:43:00,2.95,12742,United Arab Emirates,2024-03-24 12:43:00,17.700000000000003,False,2024,2024-03
553017,22916,HERB MARKER THYME,1,2011-05-12 19:01:00,0.65,12757,Portugal,2025-05-12 19:01:00,0.65,False,2025,2025-05
556845,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-15 11:30:00,8.25,17511,United Kingdom,2025-06-15 11:30:00,16.5,False,2025,2025-06
567504,22980,PANTRY SCRUBBING BRUSH,12,2011-09-20 14:33:00,1.65,13356,United Kingdom,2025-09-20 14:33:00,19.8,False,2025,2025-09
550946,22551,PLASTERS IN TIN SPACEBOY,12,2011-04-21 15:52:00,1.65,12708,Germany,2025-04-21 15:52:00,19.8,False,2025,2025-04
534389,22115,METAL SIGN EMPIRE TEA,1,2010-11-22 13:02:00,5.91,,United Kingdom,2024-11-22 13:02:00,5.91,False,2024,2024-11
546656,20735,BLACK MINI TAPE MEASURE,1,2011-03-15 14:19:00,1.63,,United Kingdom,2025-03-15 14:19:00,1.63,False,2025,2025-03
561885,17012F,ORIGAMI SANDLEWOOD INCENSE/CAND SET,1,2011-07-31 13:13:00,0.85,15532,United Kingdom,2025-07-31 13:13:00,0.85,False,2025,2025-07
502509,48173C,DOOR MAT BLACK FLOCK,2,2010-03-25 11:23:00,7.49,16554,United Kingdom,2024-03-25 11:23:00,14.98,False,2024,2024-03
551134,22227,HANGING HEART MIRROR DECORATION,12,2011-04-26 13:02:00,0.65,16729,United Kingdom,2025-04-26 13:02:00,7.800000000000001,False,2025,2025-04
539958,20775,DAISY NOTEBOOK,1,2010-12-23 13:26:00,3.36,,United Kingdom,2024-12-23 13:26:00,3.36,False,2024,2024-12
531254,22535,MAGIC DRAWING SLATE BUNNIES,6,2010-11-07 11:13:00,0.42,18077,United Kingdom,2024-11-07 11:13:00,2.52,False,2024,2024-11
558458,22424,ENAMEL BREAD BIN CREAM,1,2011-06-29 14:17:00,12.75,14527,United Kingdom,2025-06-29 14:17:00,12.75,False,2025,2025-06
535817,21169,YOU'RE CONFUSING ME METAL SIGN,1,2010-11-28 15:31:00,1.69,18116,United Kingdom,2024-11-28 15:31:00,1.69,False,2024,2024-11
544399,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-02-18 12:28:00,1.95,12594,Italy,2025-02-18 12:28:00,19.5,False,2025,2025-02
523005,37482P,CUBIC MUG PINK POLKA DOT,6,2010-09-19 16:20:00,2.55,12748,United Kingdom,2024-09-19 16:20:00,15.3,False,2024,2024-09
561507,22492,MINI PAINT SET VINTAGE,36,2011-07-27 14:21:00,0.65,12397,Belgium,2025-07-27 14:21:00,23.4,False,2025,2025-07
529746,21731,RED TOADSTOOL LED NIGHT LIGHT,32,2010-10-29 14:18:00,4.21,,United Kingdom,2024-10-29 14:18:00,134.72,False,2024,2024-10
508504,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,5,2010-05-16 16:05:00,0.85,13451,United Kingdom,2024-05-16 16:05:00,4.25,False,2024,2024-05
556192,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-06-09 12:02:00,1.45,15615,United Kingdom,2025-06-09 12:02:00,17.4,False,2025,2025-06
547967,22872,NUMBER TILE COTTAGE GARDEN 4,1,2011-03-28 15:49:00,4.13,,United Kingdom,2025-03-28 15:49:00,4.13,False,2025,2025-03
496017,22189,CREAM HEART CARD HOLDER,2,2010-01-28 13:23:00,3.95,16326,United Kingdom,2024-01-28 13:23:00,7.9,False,2024,2024-01
507435,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-05-10 07:59:00,1.25,15661,United Kingdom,2024-05-10 07:59:00,15.0,False,2024,2024-05
518428,22662,LUNCH BAG DOLLY GIRL DESIGN,10,2010-08-09 10:33:00,1.65,12458,Switzerland,2024-08-09 10:33:00,16.5,False,2024,2024-08
574909,22620,4 TRADITIONAL SPINNING TOPS,1,2011-11-07 15:40:00,1.45,13673,United Kingdom,2025-11-07 15:40:00,1.45,False,2025,2025-11
580727,22378,WALL TIDY RETROSPOT,1,2011-12-05 17:17:00,4.13,14096,United Kingdom,2025-12-05 17:17:00,4.13,False,2025,2025-12
563189,23297,SET 40 HEART SHAPE PETIT FOUR CASES,16,2011-08-12 15:22:00,1.65,12682,France,2025-08-12 15:22:00,26.4,False,2025,2025-08
579187,21015,DARK BIRD HOUSE TREE DECORATION,1,2011-11-28 15:31:00,0.83,,United Kingdom,2025-11-28 15:31:00,0.83,False,2025,2025-11
542612,22659,LUNCH BOX I LOVE LONDON,1,2011-01-30 14:19:00,1.95,17841,United Kingdom,2025-01-30 14:19:00,1.95,False,2025,2025-01
579147,21819,GLITTER CHRISTMAS STAR,10,2011-11-28 13:20:00,0.39,13263,United Kingdom,2025-11-28 13:20:00,3.9,False,2025,2025-11
491340,20689,RETRO SISTERS EXPRESSO CUPS,1,2009-12-10 15:45:00,5.95,12979,United Arab Emirates,2023-12-10 15:45:00,5.95,False,2023,2023-12
503823,37370,RETRO COFFEE MUGS ASSORTED,1,2010-04-07 14:59:00,16.13,,United Kingdom,2024-04-07 14:59:00,16.13,False,2024,2024-04
580115,23269,SET OF 2 CERAMIC CHRISTMAS TREES,3,2011-12-01 16:22:00,2.92,,United Kingdom,2025-12-01 16:22:00,8.76,False,2025,2025-12
501461,47559B,TEA TIME OVEN GLOVE,3,2010-03-16 15:18:00,1.25,15885,United Kingdom,2024-03-16 15:18:00,3.75,False,2024,2024-03
528585,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2010-10-22 13:44:00,7.95,17191,United Kingdom,2024-10-22 13:44:00,7.95,False,2024,2024-10
566985,22318,FIVE HEART HANGING DECORATION,1,2011-09-16 10:42:00,5.79,,United Kingdom,2025-09-16 10:42:00,5.79,False,2025,2025-09
565434,22383,LUNCH BAG SUKI DESIGN,3,2011-09-04 13:35:00,1.65,12867,United Kingdom,2025-09-04 13:35:00,4.949999999999999,False,2025,2025-09
