Customer_ID,InvoiceDate_mod,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
14895,2025-12-02 09:23:00,8,48,24488.82,5,5,5,15,Champions
12621,2025-12-08 11:25:00,2,44,24114.7,5,5,5,15,Champions
13001,2025-12-05 14:51:00,4,37,24006.600000000002,5,5,5,15,Champions
17920,2025-12-05 14:29:00,4,56,23575.23,5,5,5,15,Champions
15640,2025-12-05 14:35:00,4,34,23375.09,5,5,5,15,Champions
15498,2025-12-09 10:28:00,1,55,23075.09,5,5,5,15,Champions
16525,2025-12-07 15:07:00,2,54,22919.4,5,5,5,15,Champions
12682,2025-12-06 10:00:00,4,53,22862.12,5,5,5,15,Champions
16133,2025-12-06 11:24:00,4,78,22228.88,5,5,5,15,Champions
15159,2025-12-08 12:05:00,2,38,22049.4,5,5,5,15,Champions
14051,2025-12-09 10:20:00,1,42,21441.48,5,5,5,15,Champions
15615,2025-11-29 14:42:00,10,54,21282.07,5,5,5,15,Champions
12753,2025-12-06 11:40:00,4,11,21024.01,5,5,5,15,Champions
13319,2025-12-04 13:34:00,5,78,20974.96,5,5,5,15,Champions
14866,2025-11-29 11:45:00,11,20,20554.09,5,5,5,15,Champions
16839,2025-12-01 09:03:00,9,51,20416.03,5,5,5,15,Champions
14667,2025-11-29 11:30:00,11,61,20188.79,5,5,5,15,Champions
15251,2025-11-30 15:02:00,9,31,20095.6,5,5,5,15,Champions
17243,2025-12-08 13:26:00,1,80,20022.93,5,5,5,15,Champions
17139,2025-11-24 10:12:00,16,29,19473.91,5,5,5,15,Champions
17706,2025-12-05 13:34:00,4,43,19066.07,5,5,5,15,Champions
17340,2025-11-30 17:12:00,9,30,18891.89,5,5,5,15,Champions
14194,2025-12-05 10:38:00,5,54,18442.87,5,5,5,15,Champions
14607,2025-11-24 10:35:00,16,27,18371.06,5,5,5,15,Champions
16746,2025-12-05 12:33:00,5,46,18012.2,5,5,5,15,Champions
17581,2025-12-09 12:21:00,1,53,17440.89,5,5,5,15,Champions
18172,2025-11-25 11:12:00,15,63,17289.23,5,5,5,15,Champions
15078,2025-12-02 15:41:00,7,64,17101.37,5,5,5,15,Champions
15189,2025-12-08 13:22:00,1,58,17101.13,5,5,5,15,Champions
17735,2025-12-07 16:47:00,2,29,16707.98,5,5,5,15,Champions
12433,2025-12-09 10:02:00,1,11,16641.74,5,5,5,15,Champions
16019,2025-12-08 10:06:00,2,35,16503.46,5,5,5,15,Champions
14961,2025-11-29 09:42:00,11,28,16328.9,5,5,5,15,Champions
12901,2025-12-01 10:07:00,9,36,16293.1,5,5,5,15,Champions
13113,2025-12-09 12:49:00,1,60,16236.44,5,5,5,15,Champions
15358,2025-12-05 09:04:00,5,55,16213.65,5,5,5,15,Champions
13199,2025-12-06 12:30:00,4,69,15936.300000000001,5,5,5,15,Champions
13225,2025-12-06 13:29:00,3,17,15879.27,5,5,5,15,Champions
14769,2025-12-07 10:24:00,3,21,15438.9,5,5,5,15,Champions
12971,2025-12-06 12:20:00,4,120,15214.550000000001,5,5,5,15,Champions
16191,2025-12-07 11:26:00,3,40,15151.92,5,5,5,15,Champions
18092,2025-12-07 13:14:00,2,20,14687.470000000001,5,5,5,15,Champions
16873,2025-12-05 12:05:00,5,17,14547.03,5,5,5,15,Champions
14733,2025-11-30 14:54:00,9,18,14200.78,5,5,5,15,Champions
15601,2025-11-28 15:15:00,11,35,14150.84,5,5,5,15,Champions
13488,2025-11-22 14:41:00,17,29,14131.81,5,5,5,15,Champions
12714,2025-11-30 15:43:00,9,12,14093.710000000001,5,5,5,15,Champions
12476,2025-12-08 14:08:00,1,38,13684.12,5,5,5,15,Champions
15382,2025-11-25 10:58:00,15,20,13646.5,5,5,5,15,Champions
18223,2025-12-08 11:51:00,2,52,13497.58,5,5,5,15,Champions
12583,2025-12-07 08:07:00,3,31,13489.04,5,5,5,15,Champions
15005,2025-11-24 12:25:00,16,76,13412.9,5,5,5,15,Champions
16558,2025-12-09 10:20:00,1,47,13149.56,5,5,5,15,Champions
15093,2025-11-21 13:09:00,18,34,13034.15,5,5,5,15,Champions
17133,2025-11-24 12:27:00,16,13,12972.09,5,5,5,15,Champions
14110,2025-12-06 12:26:00,4,35,12957.6,5,5,5,15,Champions
14049,2025-11-23 12:20:00,17,18,12848.4,5,5,5,15,Champions
12989,2025-12-06 15:28:00,3,39,12846.8,5,5,5,15,Champions
13969,2025-12-02 15:11:00,7,39,12820.36,5,5,5,15,Champions
13090,2025-12-01 12:39:00,9,30,12759.93,5,5,5,15,Champions
16549,2025-11-29 15:06:00,10,37,12759.25,5,5,5,15,Champions
18225,2025-12-06 13:27:00,3,34,12643.25,5,5,5,15,Champions
13668,2025-12-07 12:14:00,3,47,12607.68,5,5,5,15,Champions
14299,2025-12-01 16:05:00,8,41,12607.53,5,5,5,15,Champions
16923,2025-11-27 13:00:00,12,41,12572.15,5,5,5,15,Champions
13468,2025-12-08 10:39:00,2,87,12494.380000000001,5,5,5,15,Champions
17858,2025-12-04 11:56:00,6,32,12444.3,5,5,5,15,Champions
12437,2025-12-08 11:35:00,2,47,12394.85,5,5,5,15,Champions
14936,2025-11-30 15:07:00,9,14,12378.460000000001,5,5,5,15,Champions
16161,2025-12-08 12:10:00,2,57,12236.22,5,5,5,15,Champions
15144,2025-12-01 15:12:00,8,33,12006.51,5,5,5,15,Champions
12474,2025-11-22 14:39:00,17,54,11948.75,5,5,5,15,Champions
16814,2025-11-25 13:27:00,14,37,11916.35,5,5,5,15,Champions
14735,2025-12-06 12:09:00,4,59,11909.710000000001,5,5,5,15,Champions
14543,2025-12-06 10:32:00,4,50,11905.71,5,5,5,15,Champions
17044,2025-12-01 08:54:00,9,16,11867.6,5,5,5,15,Champions
13458,2025-12-02 15:29:00,7,24,11850.62,5,5,5,15,Champions
13854,2025-12-01 09:06:00,9,45,11848.81,5,5,5,15,Champions
14415,2025-12-08 14:38:00,1,32,11803.62,5,5,5,15,Champions
17338,2025-11-22 14:23:00,17,20,11783.33,5,5,5,15,Champions
15194,2025-12-06 15:10:00,3,39,11781.52,5,5,5,15,Champions
16523,2025-12-08 09:06:00,2,39,11760.54,5,5,5,15,Champions
14505,2025-11-22 15:45:00,17,27,11596.04,5,5,5,15,Champions
17364,2025-12-09 09:00:00,1,31,11587.05,5,5,5,15,Champions
14739,2025-12-07 14:32:00,2,28,11555.69,5,5,5,15,Champions
12705,2025-11-24 13:17:00,15,22,11554.0,5,5,5,15,Champions
15023,2025-12-06 17:23:00,3,23,11500.16,5,5,5,15,Champions
13050,2025-11-30 17:28:00,9,57,11464.43,5,5,5,15,Champions
15218,2025-11-29 11:48:00,11,25,11408.26,5,5,5,15,Champions
12683,2025-12-05 16:31:00,4,27,11355.52,5,5,5,15,Champions
12668,2025-12-02 15:10:00,7,12,11319.06,5,5,5,15,Champions
13418,2025-11-28 10:23:00,12,37,11242.22,5,5,5,15,Champions
13576,2025-11-29 15:34:00,10,32,11167.0,5,5,5,15,Champions
13004,2025-11-28 11:27:00,12,46,11143.99,5,5,5,15,Champions
13102,2025-12-08 12:52:00,1,42,11123.3,5,5,5,15,Champions
12524,2025-11-30 15:31:00,9,18,11091.36,5,5,5,15,Champions
13013,2025-12-08 15:01:00,1,31,11073.48,5,5,5,15,Champions
15555,2025-11-27 16:19:00,12,46,10875.64,5,5,5,15,Champions
16985,2025-11-22 13:33:00,17,26,10545.76,5,5,5,15,Champions
16033,2025-12-04 12:44:00,6,36,10465.07,5,5,5,15,Champions
15290,2025-12-05 11:39:00,5,30,10355.58,5,5,5,15,Champions
16168,2025-11-29 12:45:00,11,73,10263.28,5,5,5,15,Champions
14422,2025-12-09 11:26:00,1,21,10200.92,5,5,5,15,Champions
18229,2025-11-28 09:48:00,12,28,10150.51,5,5,5,15,Champions
16327,2025-11-25 13:23:00,14,20,10133.82,5,5,5,15,Champions
18055,2025-12-02 14:25:00,7,15,10110.59,5,5,5,15,Champions
15547,2025-12-02 12:52:00,7,28,10043.55,5,5,5,15,Champions
13985,2025-12-05 17:06:00,4,24,9982.31,5,5,5,15,Champions
14796,2025-12-08 15:31:00,1,39,9972.76,5,5,5,15,Champions
13680,2025-12-08 13:47:00,1,13,9899.56,5,5,5,15,Champions
14755,2025-11-30 11:24:00,10,30,9851.45,5,5,5,15,Champions
12490,2025-12-04 16:07:00,5,22,9818.64,5,5,5,15,Champions
16353,2025-12-06 12:23:00,4,41,9781.93,5,5,5,15,Champions
17306,2025-11-29 12:14:00,11,23,9751.77,5,5,5,15,Champions
13018,2025-11-23 13:28:00,16,37,9742.81,5,5,5,15,Champions
15694,2025-12-09 09:44:00,1,29,9734.13,5,5,5,15,Champions
14085,2025-12-07 13:46:00,2,34,9707.92,5,5,5,15,Champions
14329,2025-12-01 08:27:00,9,28,9695.92,5,5,5,15,Champions
16701,2025-12-01 11:10:00,9,34,9614.59,5,5,5,15,Champions
17049,2025-12-07 10:48:00,3,25,9588.83,5,5,5,15,Champions
16782,2025-11-29 13:20:00,10,50,9552.62,5,5,5,15,Champions
12839,2025-12-07 12:33:00,3,31,9525.22,5,5,5,15,Champions
17315,2025-12-09 11:58:00,1,49,9507.53,5,5,5,15,Champions
13999,2025-11-29 13:40:00,10,36,9438.01,5,5,5,15,Champions
13599,2025-12-08 19:26:00,1,52,9433.75,5,5,5,15,Champions
18109,2025-12-08 11:36:00,2,45,9416.41,5,5,5,15,Champions
15727,2025-11-23 12:36:00,17,15,9371.71,5,5,5,15,Champions
17811,2025-12-05 13:46:00,4,60,9358.53,5,5,5,15,Champions
17809,2025-11-23 13:00:00,16,24,9247.35,5,5,5,15,Champions
13267,2025-12-07 11:12:00,3,50,9197.66,5,5,5,15,Champions
14367,2025-12-01 13:19:00,8,19,9134.12,5,5,5,15,Champions
17757,2025-12-08 15:31:00,1,60,8994.44,5,5,5,15,Champions
15150,2025-11-22 12:52:00,17,14,8967.44,5,5,5,15,Champions
17068,2025-11-27 13:14:00,12,49,8953.03,5,5,5,15,Champions
14292,2025-12-02 11:50:00,8,27,8887.9,5,5,5,15,Champions
14060,2025-12-05 12:29:00,5,32,8882.3,5,5,5,15,Champions
12766,2025-12-06 08:46:00,4,11,8877.14,5,5,5,15,Champions
14709,2025-11-24 15:41:00,15,27,8866.48,5,5,5,15,Champions
15903,2025-11-30 08:08:00,10,15,8859.82,5,5,5,15,Champions
15867,2025-12-04 13:37:00,5,35,8834.2,5,5,5,15,Champions
14135,2025-12-08 11:38:00,2,25,8800.8,5,5,5,15,Champions
12747,2025-12-07 14:34:00,2,32,8786.53,5,5,5,15,Champions
16700,2025-12-01 11:00:00,9,31,8747.12,5,5,5,15,Champions
13263,2025-12-08 13:59:00,1,39,8676.2,5,5,5,15,Champions
15570,2025-12-02 14:47:00,7,27,8672.44,5,5,5,15,Champions
12359,2025-12-02 11:21:00,8,14,8652.34,5,5,5,15,Champions
15497,2025-11-22 11:51:00,18,11,8643.46,5,5,5,15,Champions
12957,2025-12-05 16:32:00,4,21,8628.42,5,5,5,15,Champions
13756,2025-12-07 16:44:00,2,25,8595.65,5,5,5,15,Champions
13758,2025-11-28 11:11:00,12,19,8544.29,5,5,5,15,Champions
17576,2025-12-01 18:12:00,8,45,8540.8,5,5,5,15,Champions
13269,2025-12-08 14:53:00,1,30,8507.01,5,5,5,15,Champions
13069,2025-12-09 08:39:00,1,42,8348.79,5,5,5,15,Champions
15984,2025-12-07 12:16:00,3,32,8304.82,5,5,5,15,Champions
14146,2025-12-01 10:18:00,9,13,8208.87,5,5,5,15,Champions
15034,2025-11-24 12:11:00,16,17,8200.25,5,5,5,15,Champions
17611,2025-12-06 09:46:00,4,35,8170.93,5,5,5,15,Champions
16722,2025-11-22 13:28:00,17,26,8168.31,5,5,5,15,Champions
17365,2025-11-27 12:13:00,13,16,8165.34,5,5,5,15,Champions
16672,2025-12-07 16:29:00,2,23,8093.59,5,5,5,15,Champions
13426,2025-12-09 08:59:00,1,24,8076.76,5,5,5,15,Champions
15502,2025-11-24 12:48:00,16,27,8069.33,5,5,5,15,Champions
14056,2025-12-08 13:36:00,1,29,8062.46,5,5,5,15,Champions
17593,2025-12-06 10:30:00,4,15,8040.52,5,5,5,15,Champions
13174,2025-11-23 14:35:00,16,12,7995.36,5,5,5,15,Champions
15298,2025-12-07 17:17:00,2,29,7958.43,5,5,5,15,Champions
13448,2025-11-23 12:33:00,17,19,7952.81,5,5,5,15,Champions
18041,2025-11-28 11:39:00,12,40,7936.04,5,5,5,15,Champions
15482,2025-11-24 10:46:00,16,24,7932.63,5,5,5,15,Champions
14525,2025-12-01 08:53:00,9,21,7915.71,5,5,5,15,Champions
14291,2025-12-08 10:26:00,2,25,7844.4,5,5,5,15,Champions
16670,2025-11-23 09:34:00,17,33,7786.66,5,5,5,15,Champions
15544,2025-12-01 09:16:00,9,26,7779.58,5,5,5,15,Champions
17730,2025-12-06 15:43:00,3,23,7757.35,5,5,5,15,Champions
14395,2025-12-07 14:34:00,2,24,7754.7300000000005,5,5,5,15,Champions
17739,2025-11-28 09:12:00,12,20,7718.14,5,5,5,15,Champions
16592,2025-12-05 13:49:00,4,34,7624.46,5,5,5,15,Champions
17426,2025-12-05 16:12:00,4,17,7606.37,5,5,5,15,Champions
12720,2025-12-07 08:03:00,3,41,7574.49,5,5,5,15,Champions
13137,2025-11-29 12:09:00,11,17,7541.61,5,5,5,15,Champions
13709,2025-12-06 10:28:00,4,22,7492.41,5,5,5,15,Champions
17091,2025-12-07 10:43:00,3,23,7462.150000000001,5,5,5,15,Champions
15179,2025-11-21 12:53:00,18,17,7426.82,5,5,5,15,Champions
14030,2025-11-21 16:48:00,18,22,7405.1,5,5,5,15,Champions
15046,2025-11-30 15:50:00,9,28,7394.78,5,5,5,15,Champions
16242,2025-12-01 15:12:00,8,18,7370.5,5,5,5,15,Champions
17238,2025-12-07 11:35:00,3,32,7331.67,5,5,5,15,Champions
13534,2025-12-07 14:52:00,2,60,7324.5,5,5,5,15,Champions
15622,2025-12-06 14:57:00,3,30,7318.08,5,5,5,15,Champions
14282,2025-12-06 17:04:00,3,26,7245.76,5,5,5,15,Champions
15270,2025-11-24 09:24:00,16,31,7241.1900000000005,5,5,5,15,Champions
17602,2025-12-07 13:53:00,2,18,7240.7300000000005,5,5,5,15,Champions
14092,2025-12-02 12:13:00,8,27,7215.64,5,5,5,15,Champions
14243,2025-12-01 11:12:00,9,23,7152.06,5,5,5,15,Champions
13183,2025-12-02 10:30:00,8,18,7010.88,5,5,5,15,Champions
17231,2025-11-27 15:18:00,12,35,6958.83,5,5,5,15,Champions
17769,2025-11-27 11:18:00,13,21,6944.96,5,5,5,15,Champions
16265,2025-11-30 16:41:00,9,15,6893.62,5,5,5,15,Champions
15950,2025-12-08 10:34:00,2,13,6878.71,5,5,5,15,Champions
16570,2025-12-01 08:56:00,9,31,6841.82,5,5,5,15,Champions
12841,2025-12-05 11:13:00,5,42,6808.0,5,5,5,15,Champions
14401,2025-12-05 13:30:00,4,25,6703.4,5,5,5,15,Champions
16145,2025-12-01 10:33:00,9,29,6693.6,5,5,5,15,Champions
12417,2025-12-06 14:52:00,3,27,6688.71,5,5,5,15,Champions
12662,2025-12-09 11:59:00,1,22,6687.6900000000005,5,5,5,15,Champions
14688,2025-12-02 12:26:00,8,34,6666.93,5,5,5,15,Champions
17001,2025-12-09 09:38:00,1,19,6640.8,5,5,5,15,Champions
17700,2025-11-23 11:51:00,17,17,6640.72,5,5,5,15,Champions
13953,2025-12-02 16:04:00,7,12,6640.68,5,5,5,15,Champions
16401,2025-12-08 18:15:00,1,39,6628.99,5,5,5,15,Champions
17975,2025-11-24 13:27:00,15,26,6595.18,5,5,5,15,Champions
13831,2025-11-23 15:41:00,16,20,6571.14,5,5,5,15,Champions
17017,2025-12-07 09:32:00,3,41,6553.790000000001,5,5,5,15,Champions
16655,2025-11-22 11:25:00,18,14,6388.16,5,5,5,15,Champions
15750,2025-12-07 12:34:00,3,24,6362.601,5,5,5,15,Champions
13883,2025-12-08 19:20:00,1,26,6342.74,5,5,5,15,Champions
12749,2025-12-06 09:56:00,4,16,6328.49,5,5,5,15,Champions
13394,2025-12-08 11:36:00,2,24,6323.88,5,5,5,15,Champions
12656,2025-11-22 13:42:00,17,12,6320.78,5,5,5,15,Champions
14702,2025-12-08 19:29:00,1,32,6310.28,5,5,5,15,Champions
14562,2025-12-06 11:05:00,4,30,6308.0,5,5,5,15,Champions
14766,2025-12-01 16:05:00,8,14,6301.88,5,5,5,15,Champions
14388,2025-12-01 11:13:00,9,20,6289.95,5,5,5,15,Champions
13590,2025-11-28 12:54:00,11,21,6284.74,5,5,5,15,Champions
12913,2025-12-05 12:11:00,5,13,6283.24,5,5,5,15,Champions
18245,2025-12-02 14:48:00,7,23,6236.2300000000005,5,5,5,15,Champions
16938,2025-12-01 10:20:00,9,10,6162.11,5,5,5,15,Champions
18118,2025-11-29 11:32:00,11,35,6157.87,5,5,5,15,Champions
14113,2025-12-06 12:18:00,4,31,6156.75,5,5,5,15,Champions
17419,2025-11-28 13:47:00,11,20,6100.650000000001,5,5,5,15,Champions
14390,2025-11-29 13:49:00,10,18,6079.4800000000005,5,5,5,15,Champions
13230,2025-12-05 16:03:00,4,31,6076.45,5,5,5,15,Champions
12664,2025-12-01 17:07:00,8,12,6052.04,5,5,5,15,Champions
14560,2025-12-02 15:22:00,7,46,6050.44,5,5,5,15,Champions
16954,2025-12-09 09:46:00,1,21,6037.33,5,5,5,15,Champions
16103,2025-12-02 14:16:00,7,27,6002.76,5,5,5,15,Champions
16717,2025-11-30 17:42:00,9,20,5987.41,5,5,5,15,Champions
13266,2025-11-28 14:39:00,11,30,5965.3,5,5,5,15,Champions
15755,2025-12-08 18:59:00,1,20,5936.95,5,5,5,15,Champions
16156,2025-12-01 12:42:00,9,26,5923.39,5,5,5,15,Champions
14180,2025-11-29 10:56:00,11,42,5909.0,5,5,5,15,Champions
14440,2025-12-01 15:42:00,8,15,5870.13,5,5,5,15,Champions
17644,2025-12-08 13:43:00,1,28,5864.54,5,5,5,15,Champions
18065,2025-12-04 10:30:00,6,32,5836.88,5,5,5,15,Champions
13658,2025-11-30 10:13:00,10,13,5772.07,5,5,5,15,Champions
14534,2025-12-07 12:19:00,3,38,5702.97,5,5,5,15,Champions
16458,2025-12-07 09:34:00,3,30,5690.89,5,5,5,15,Champions
13870,2025-12-07 13:23:00,2,18,5689.84,5,5,5,15,Champions
14099,2025-11-23 13:53:00,16,22,5685.71,5,5,5,15,Champions
12727,2025-11-29 11:46:00,11,12,5646.53,5,5,5,15,Champions
17491,2025-12-08 16:18:00,1,18,5636.72,5,5,5,15,Champions
17651,2025-11-28 10:29:00,12,22,5632.59,5,5,5,15,Champions
16200,2025-12-05 14:40:00,4,13,5594.6,5,5,5,15,Champions
18145,2025-11-27 11:22:00,13,12,5592.04,5,5,5,15,Champions
16011,2025-12-01 16:31:00,8,30,5587.56,5,5,5,15,Champions
15854,2025-12-05 13:39:00,4,21,5578.28,5,5,5,15,Champions
12615,2025-12-07 15:02:00,2,11,5564.88,5,5,5,15,Champions
14572,2025-12-06 14:40:00,3,15,5484.9800000000005,5,5,5,15,Champions
14907,2025-12-06 14:14:00,3,23,5476.62,5,5,5,15,Champions
16992,2025-11-29 11:50:00,11,15,5460.1,5,5,5,15,Champions
14189,2025-12-07 15:55:00,2,25,5453.38,5,5,5,15,Champions
14732,2025-12-01 14:34:00,8,24,5447.52,5,5,5,15,Champions
13769,2025-12-07 15:08:00,2,29,5444.33,5,5,5,15,Champions
17685,2025-11-23 11:36:00,17,14,5439.95,5,5,5,15,Champions
13115,2025-12-01 09:39:00,9,23,5379.45,5,5,5,15,Champions
16607,2025-11-22 10:24:00,18,29,5375.18,5,5,5,15,Champions
14626,2025-12-01 08:55:00,9,15,5374.7699999999995,5,5,5,15,Champions
12362,2025-12-06 15:40:00,3,14,5284.58,5,5,5,15,Champions
15628,2025-12-05 10:24:00,5,21,5284.18,5,5,5,15,Champions
15514,2025-11-27 14:40:00,12,20,5275.79,5,5,5,15,Champions
14442,2025-12-08 11:53:00,2,12,5272.02,5,5,5,15,Champions
15394,2025-11-30 11:49:00,10,13,5251.400000000001,5,5,5,15,Champions
13014,2025-12-07 09:24:00,3,18,5220.83,5,5,5,15,Champions
15152,2025-11-30 12:32:00,10,18,5197.97,5,5,5,15,Champions
16393,2025-12-07 12:51:00,2,30,5192.61,5,5,5,15,Champions
17157,2025-12-02 09:10:00,8,20,5139.45,5,5,5,15,Champions
18198,2025-12-05 14:49:00,4,21,5083.06,5,5,5,15,Champions
14713,2025-11-30 16:26:00,9,25,5069.36,5,5,5,15,Champions
15443,2025-12-08 10:40:00,2,16,5054.44,5,5,5,15,Champions
16931,2025-12-04 13:15:00,5,23,5032.22,5,5,5,15,Champions
17861,2025-12-06 16:21:00,3,22,5025.19,5,5,5,15,Champions
15796,2025-12-08 19:55:00,1,22,5015.75,5,5,5,15,Champions
14493,2025-12-02 16:14:00,7,14,4993.76,5,5,5,15,Champions
14546,2025-12-05 16:33:00,4,20,4987.97,5,5,5,15,Champions
17469,2025-11-23 13:15:00,16,22,4958.34,5,5,5,15,Champions
14209,2025-11-29 10:18:00,11,19,4937.37,5,5,5,15,Champions
15898,2025-12-08 15:23:00,1,29,4934.5,5,5,5,15,Champions
17346,2025-12-06 12:18:00,4,27,4933.63,5,5,5,15,Champions
15971,2025-11-22 12:50:00,18,20,4930.43,5,5,5,15,Champions
13198,2025-11-29 15:17:00,10,12,4912.28,5,5,5,15,Champions
18144,2025-12-02 12:46:00,8,19,4892.95,5,5,5,15,Champions
17449,2025-12-07 16:56:00,2,14,4852.15,5,5,5,15,Champions
12483,2025-11-22 17:03:00,17,27,4823.47,5,5,5,15,Champions
13021,2025-12-05 16:37:00,4,24,4806.66,5,5,5,15,Champions
13495,2025-12-02 11:21:00,8,13,4790.41,5,5,5,15,Champions
17519,2025-11-22 16:43:00,17,17,4767.5,5,5,5,15,Champions
12955,2025-12-08 16:29:00,1,14,4734.26,5,5,5,15,Champions
14191,2025-12-08 09:23:00,2,17,4713.41,5,5,5,15,Champions
12395,2025-11-24 12:20:00,16,18,4700.82,5,5,5,15,Champions
14825,2025-12-06 11:38:00,4,27,4696.28,5,5,5,15,Champions
16905,2025-12-04 14:01:00,5,20,4677.12,5,5,5,15,Champions
16904,2025-12-05 13:10:00,4,21,4675.36,5,5,5,15,Champions
15187,2025-12-08 11:56:00,2,18,4670.08,5,5,5,15,Champions
18097,2025-12-02 11:16:00,8,14,4616.77,5,5,5,15,Champions
17402,2025-12-05 10:15:00,5,26,4601.41,5,5,5,15,Champions
16326,2025-12-04 10:11:00,6,26,4601.25,5,5,5,15,Champions
13971,2025-12-01 08:27:00,9,18,4593.83,5,5,5,15,Champions
12553,2025-12-01 16:38:00,8,17,4548.82,5,5,5,15,Champions
13571,2025-11-27 10:47:00,13,26,4537.26,5,5,5,15,Champions
12782,2025-12-05 09:16:00,5,14,4526.04,5,5,5,15,Champions
17567,2025-12-02 15:48:00,7,11,4519.16,5,5,5,15,Champions
16143,2025-12-06 14:13:00,3,16,4511.13,5,5,5,15,Champions
13510,2025-12-08 13:46:00,1,17,4488.39,5,5,5,15,Champions
14032,2025-12-07 15:23:00,2,25,4482.21,5,5,5,15,Champions
15271,2025-12-02 14:11:00,7,26,4458.29,5,5,5,15,Champions
16255,2025-11-23 12:40:00,17,19,4457.59,5,5,5,15,Champions
13435,2025-12-04 14:59:00,5,11,4431.93,5,5,5,15,Champions
14701,2025-11-29 12:38:00,11,18,4423.96,5,5,5,15,Champions
12598,2025-11-30 12:18:00,10,15,4414.67,5,5,5,15,Champions
17754,2025-12-09 11:20:00,1,16,4383.08,5,5,5,15,Champions
16626,2025-12-09 11:56:00,1,20,4379.65,5,5,5,15,Champions
14441,2025-12-09 09:07:00,1,19,4370.09,5,5,5,15,Champions
